id,value
E1083,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/file-and-directory-discovery.md
E1083.m01,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/file-and-directory-discovery.md
E1083.m02,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/file-and-directory-discovery.md
E1105,https://github.com/MBCProject/mbc-markdown/blob/main/command-and-control/ingress-tool-transfer.md
E1112,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/modify-registry.md
E1113,https://github.com/MBCProject/mbc-markdown/blob/main/collection/screen-capture.md
E1113.m01,https://github.com/MBCProject/mbc-markdown/blob/main/collection/screen-capture.md
E1190,https://github.com/MBCProject/mbc-markdown/blob/main/impact/exploit-kit.md
E1195,https://github.com/MBCProject/mbc-markdown/blob/main/lateral-movement/supply-chain-compromise.md
E1195.m01,https://github.com/MBCProject/mbc-markdown/blob/main/lateral-movement/supply-chain-compromise.md
E1195.m02,https://github.com/MBCProject/mbc-markdown/blob/main/lateral-movement/supply-chain-compromise.md
E1203,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1203.m01,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1203.m02,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1203.m03,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1203.m04,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1203.m05,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1203.m06,https://github.com/MBCProject/mbc-markdown/blob/main/execution/exploitation-for-client-execution.md
E1204,https://github.com/MBCProject/mbc-markdown/blob/main/execution/user-execution.md
E1468,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-encrypted-for-impact.md
E1468.001,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-encrypted-for-impact.md
E1485,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-destruction.md
E1485.m01,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-destruction.md
E1485.m02,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-destruction.md
E1485.m03,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-destruction.md
E1485.m04,https://github.com/MBCProject/mbc-markdown/blob/main/impact/data-destruction.md
E1510,https://github.com/MBCProject/mbc-markdown/blob/main/impact/clipboard-modification.md
E1560,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1560.m01,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1560.m02,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1560.m03,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1560.m04,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1560.m05,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1560.m06,https://github.com/MBCProject/mbc-markdown/blob/main/collection/archive-collected-data.md
E1564,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hide-artifacts.md
E1564.m01,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hide-artifacts.md
E1564.m02,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hide-artifacts.md
E1564.m03,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hide-artifacts.md
E1564.m04,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hide-artifacts.md
E1564.m05,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hide-artifacts.md
E1569,https://github.com/MBCProject/mbc-markdown/blob/main/execution/execution/system-services.md
E1569.m01,https://github.com/MBCProject/mbc-markdown/blob/main/execution/execution/system-services.md
E1643,https://github.com/MBCProject/mbc-markdown/blob/main/impact/generate-traffic-from-victim.md
E1643.m01,https://github.com/MBCProject/mbc-markdown/blob/main/impact/generate-traffic-from-victim.md
E1643.m02,https://github.com/MBCProject/mbc-markdown/blob/main/impact/generate-traffic-from-victim.md
F0001,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.001,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.002,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.003,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.004,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.005,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.006,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.007,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.008,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.009,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.010,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.011,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.012,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0001.013,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/software-packing.md
F0002,https://github.com/MBCProject/mbc-markdown/blob/main/collection/keylogging.md
F0002.001,https://github.com/MBCProject/mbc-markdown/blob/main/collection/keylogging.md
F0002.002,https://github.com/MBCProject/mbc-markdown/blob/main/collection/keylogging.md
F0004,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.002,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.003,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.004,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.005,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.006,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.007,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.008,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0004.009,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/disable-or-evade-security-tools.md
F0005,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hidden-files-and-directories.md
F0005.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hidden-files-and-directories.md
F0005.002,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hidden-files-and-directories.md
F0005.003,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hidden-files-and-directories.md
F0005.004,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hidden-files-and-directories.md
F0006,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/indicator-blocking.md
F0006.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/indicator-blocking.md
F0007,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/self-deletion.md
F0009,https://github.com/MBCProject/mbc-markdown/blob/main/persistence/component-firmware.md
F0009.001,https://github.com/MBCProject/mbc-markdown/blob/main/persistence/component-firmware.md
F0010,https://github.com/MBCProject/mbc-markdown/blob/main/persistence/kernel-modules-and-extensions.md
F0010.001,https://github.com/MBCProject/mbc-markdown/blob/main/persistence/kernel-modules-and-extensions.md
F0011,https://github.com/MBCProject/mbc-markdown/blob/main/persistence/modify-existing-service.md
F0012,https://github.com/MBCProject/mbc-markdown/blob/main/persistence/registry-run-keys-startup-folder.md
F0013,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/bootkit.md
F0014,https://github.com/MBCProject/mbc-markdown/blob/main/impact/disk-wipe.md
F0015,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0015.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0015.002,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0015.003,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0015.004,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0015.005,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0015.006,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/hijack-execution-flow.md
F0016,https://github.com/MBCProject/mbc-markdown/blob/main/privilege-escalation/install-certificate.md
F007.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/self-deletion.md
T0861,https://attack.mitre.org/techniques/T0861/
T1001,https://attack.mitre.org/techniques/T1001/
T1001.001,https://attack.mitre.org/techniques/T1001/001/
T1001.002,https://attack.mitre.org/techniques/T1001/002/
T1001.003,https://attack.mitre.org/techniques/T1001/003/
T1003,https://attack.mitre.org/techniques/T1003/
T1003.001,https://attack.mitre.org/techniques/T1003/001/
T1003.002,https://attack.mitre.org/techniques/T1003/002/
T1003.003,https://attack.mitre.org/techniques/T1003/003/
T1003.004,https://attack.mitre.org/techniques/T1003/004/
T1003.005,https://attack.mitre.org/techniques/T1003/005/
T1003.006,https://attack.mitre.org/techniques/T1003/006/
T1003.007,https://attack.mitre.org/techniques/T1003/007/
T1003.008,https://attack.mitre.org/techniques/T1003/008/
T1005,https://attack.mitre.org/techniques/T1005/
T1006,https://attack.mitre.org/techniques/T1006/
T1007,https://attack.mitre.org/techniques/T1007/
T1008,https://attack.mitre.org/techniques/T1008/
T1010,https://attack.mitre.org/techniques/T1010/
T1011,https://attack.mitre.org/techniques/T1011/
T1011.001,https://attack.mitre.org/techniques/T1011/001/
T1012,https://attack.mitre.org/techniques/T1012/
T1014,https://attack.mitre.org/techniques/T1014/
T1016,https://attack.mitre.org/techniques/T1016/
T1016.001,https://attack.mitre.org/techniques/T1016/001/
T1016.002,https://attack.mitre.org/techniques/T1016/002/
T1018,https://attack.mitre.org/techniques/T1018/
T1020,https://attack.mitre.org/techniques/T1020/
T1020.001,https://attack.mitre.org/techniques/T1020/001/
T1021,https://attack.mitre.org/techniques/T1021/
T1021.001,https://attack.mitre.org/techniques/T1021/001/
T1021.002,https://attack.mitre.org/techniques/T1021/002/
T1021.003,https://attack.mitre.org/techniques/T1021/003/
T1021.004,https://attack.mitre.org/techniques/T1021/004/
T1021.005,https://attack.mitre.org/techniques/T1021/005/
T1021.006,https://attack.mitre.org/techniques/T1021/006/
T1021.007,https://attack.mitre.org/techniques/T1021/007/
T1021.008,https://attack.mitre.org/techniques/T1021/008/
T1025,https://attack.mitre.org/techniques/T1025/
T1027,https://attack.mitre.org/techniques/T1027/
T1027.001,https://attack.mitre.org/techniques/T1027/001/
T1027.002,https://attack.mitre.org/techniques/T1027/002/
T1027.003,https://attack.mitre.org/techniques/T1027/003/
T1027.004,https://attack.mitre.org/techniques/T1027/004/
T1027.005,https://attack.mitre.org/techniques/T1027/005/
T1027.006,https://attack.mitre.org/techniques/T1027/006/
T1027.007,https://attack.mitre.org/techniques/T1027/007/
T1027.008,https://attack.mitre.org/techniques/T1027/008/
T1027.009,https://attack.mitre.org/techniques/T1027/009/
T1027.010,https://attack.mitre.org/techniques/T1027/010/
T1027.011,https://attack.mitre.org/techniques/T1027/011/
T1027.012,https://attack.mitre.org/techniques/T1027/012/
T1027.013,https://attack.mitre.org/techniques/T1027/013/
T1027.014,https://attack.mitre.org/techniques/T1027/014/
T1029,https://attack.mitre.org/techniques/T1029/
T1030,https://attack.mitre.org/techniques/T1030/
T1033,https://attack.mitre.org/techniques/T1033/
T1036,https://attack.mitre.org/techniques/T1036/
T1036.001,https://attack.mitre.org/techniques/T1036/001/
T1036.002,https://attack.mitre.org/techniques/T1036/002/
T1036.003,https://attack.mitre.org/techniques/T1036/003/
T1036.004,https://attack.mitre.org/techniques/T1036/004/
T1036.005,https://attack.mitre.org/techniques/T1036/005/
T1036.006,https://attack.mitre.org/techniques/T1036/006/
T1036.007,https://attack.mitre.org/techniques/T1036/007/
T1036.008,https://attack.mitre.org/techniques/T1036/008/
T1036.009,https://attack.mitre.org/techniques/T1036/009/
T1036.010,https://attack.mitre.org/techniques/T1036/010/
T1037,https://attack.mitre.org/techniques/T1037/
T1037.001,https://attack.mitre.org/techniques/T1037/001/
T1037.002,https://attack.mitre.org/techniques/T1037/002/
T1037.003,https://attack.mitre.org/techniques/T1037/003/
T1037.004,https://attack.mitre.org/techniques/T1037/004/
T1037.005,https://attack.mitre.org/techniques/T1037/005/
T1039,https://attack.mitre.org/techniques/T1039/
T1040,https://attack.mitre.org/techniques/T1040/
T1041,https://attack.mitre.org/techniques/T1041/
T1046,https://attack.mitre.org/techniques/T1046/
T1047,https://attack.mitre.org/techniques/T1047/
T1048,https://attack.mitre.org/techniques/T1048/
T1048.001,https://attack.mitre.org/techniques/T1048/001/
T1048.002,https://attack.mitre.org/techniques/T1048/002/
T1048.003,https://attack.mitre.org/techniques/T1048/003/
T1049,https://attack.mitre.org/techniques/T1049/
T1053,https://attack.mitre.org/techniques/T1053/
T1053.002,https://attack.mitre.org/techniques/T1053/002/
T1053.003,https://attack.mitre.org/techniques/T1053/003/
T1053.005,https://attack.mitre.org/techniques/T1053/005/
T1053.006,https://attack.mitre.org/techniques/T1053/006/
T1053.007,https://attack.mitre.org/techniques/T1053/007/
T1055,https://attack.mitre.org/techniques/T1055/
T1055.001,https://attack.mitre.org/techniques/T1055/001/
T1055.002,https://attack.mitre.org/techniques/T1055/002/
T1055.003,https://attack.mitre.org/techniques/T1055/003/
T1055.004,https://attack.mitre.org/techniques/T1055/004/
T1055.005,https://attack.mitre.org/techniques/T1055/005/
T1055.006,https://attack.mitre.org/techniques/T1055/006/
T1055.007,https://attack.mitre.org/techniques/T1055/007/
T1055.008,https://attack.mitre.org/techniques/T1055/008/
T1055.009,https://attack.mitre.org/techniques/T1055/009/
T1055.010,https://attack.mitre.org/techniques/T1055/010/
T1055.011,https://attack.mitre.org/techniques/T1055/011/
T1055.012,https://attack.mitre.org/techniques/T1055/012/
T1055.013,https://attack.mitre.org/techniques/T1055/013/
T1055.014,https://attack.mitre.org/techniques/T1055/014/
T1055.015,https://attack.mitre.org/techniques/T1055/015/
T1056,https://attack.mitre.org/techniques/T1056
T1056.001,https://attack.mitre.org/techniques/T1056/001/
T1056.002,https://attack.mitre.org/techniques/T1056/002/
T1056.003,https://attack.mitre.org/techniques/T1056/003/
T1056.004,https://attack.mitre.org/techniques/T1056/004/
T1057,https://attack.mitre.org/techniques/T1057/
T1059,https://attack.mitre.org/techniques/T1059/
T1059.001,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md
T1059.002,https://attack.mitre.org/techniques/T1059/002/
T1059.003,https://attack.mitre.org/techniques/T1059/003/
T1059.004,https://attack.mitre.org/techniques/T1059/004/
T1059.005,https://attack.mitre.org/techniques/T1059/005/
T1059.006,https://attack.mitre.org/techniques/T1059/006/
T1059.007,https://attack.mitre.org/techniques/T1059/007/
T1059.008,https://attack.mitre.org/techniques/T1059/008/
T1059.009,https://attack.mitre.org/techniques/T1059/009/
T1059.010,https://attack.mitre.org/techniques/T1059/010/
T1059.011,https://attack.mitre.org/techniques/T1059/011/
T1068,https://attack.mitre.org/techniques/T1068/
T1069,https://attack.mitre.org/techniques/T1069/
T1069.001,https://attack.mitre.org/techniques/T1069/001/
T1069.002,https://attack.mitre.org/techniques/T1069/002/
T1069.003,https://attack.mitre.org/techniques/T1069/003/
T1070,https://attack.mitre.org/techniques/T1070/
T1070.001,https://attack.mitre.org/techniques/T1070/001/
T1070.002,https://attack.mitre.org/techniques/T1070/002/
T1070.003,https://attack.mitre.org/techniques/T1070/003/
T1070.004,https://attack.mitre.org/techniques/T1070/004/
T1070.005,https://attack.mitre.org/techniques/T1070/005/
T1070.006,https://attack.mitre.org/techniques/T1070/006/
T1070.007,https://attack.mitre.org/techniques/T1070/007/
T1070.008,https://attack.mitre.org/techniques/T1070/008/
T1070.009,https://attack.mitre.org/techniques/T1070/009/
T1070.010,https://attack.mitre.org/techniques/T1070/010/
T1070.011,https://attack.mitre.org/techniques/T1070/011/
T1071,https://attack.mitre.org/techniques/T1071/
T1071.001,https://attack.mitre.org/techniques/T1071/001/
T1071.002,https://attack.mitre.org/techniques/T1071/002/
T1071.003,https://attack.mitre.org/techniques/T1071/003/
T1071.004,https://attack.mitre.org/techniques/T1071/004/
T1071.005,https://attack.mitre.org/techniques/T1071/005/
T1072,https://attack.mitre.org/techniques/T1072/
T1074,https://attack.mitre.org/techniques/T1074/
T1074.001,https://attack.mitre.org/techniques/T1074/001/
T1074.002,https://attack.mitre.org/techniques/T1074/002/
T1078,https://attack.mitre.org/techniques/T1078/
T1078.001,https://attack.mitre.org/techniques/T1078/.001/
T1078.002,https://attack.mitre.org/techniques/T1078/.002/
T1078.003,https://attack.mitre.org/techniques/T1078/.003/
T1078.004,https://attack.mitre.org/techniques/T1078/.004/
T1080,https://attack.mitre.org/techniques/T1080/
T1082,https://attack.mitre.org/techniques/T1082/
T1083,https://attack.mitre.org/techniques/T1083/
T1087,https://attack.mitre.org/techniques/T1087/
T1087.001,https://attack.mitre.org/techniques/T1087/001/
T1087.002,https://attack.mitre.org/techniques/T1087/002/
T1087.003,https://attack.mitre.org/techniques/T1087/003/
T1087.004,https://attack.mitre.org/techniques/T1087/004/
T1090,https://attack.mitre.org/techniques/T1090/
T1090.001,https://attack.mitre.org/techniques/T1090/001/
T1090.002,https://attack.mitre.org/techniques/T1090/002/
T1090.003,https://attack.mitre.org/techniques/T1090/003/
T1090.004,https://attack.mitre.org/techniques/T1090/004/
T1091,https://attack.mitre.org/techniques/T1091/
T1092,https://attack.mitre.org/techniques/T1092/
T1095,https://attack.mitre.org/techniques/T1095/
T1098,https://attack.mitre.org/techniques/T1098/
T1098.001,https://attack.mitre.org/techniques/T1098/001/
T1098.002,https://attack.mitre.org/techniques/T1098/002/
T1098.003,https://attack.mitre.org/techniques/T1098/003/
T1098.004,https://attack.mitre.org/techniques/T1098/004/
T1098.005,https://attack.mitre.org/techniques/T1098/005/
T1098.006,https://attack.mitre.org/techniques/T1098/006/
T1098.007,https://attack.mitre.org/techniques/T1098/007/
T1102,https://attack.mitre.org/techniques/T1102/
T1102.001,https://attack.mitre.org/techniques/T1102/001/
T1102.002,https://attack.mitre.org/techniques/T1102/002/
T1102.003,https://attack.mitre.org/techniques/T1102/003/
T1104,https://attack.mitre.org/techniques/T1104/
T1105,https://attack.mitre.org/techniques/T1105
T1106,https://attack.mitre.org/techniques/T1106/
T1110,https://attack.mitre.org/techniques/T1110/
T1110.001,https://attack.mitre.org/techniques/T1110/001/
T1110.002,https://attack.mitre.org/techniques/T1110/002/
T1110.003,https://attack.mitre.org/techniques/T1110/003/
T1110.004,https://attack.mitre.org/techniques/T1110/004/
T1111,https://attack.mitre.org/techniques/T1111/
T1112,https://attack.mitre.org/techniques/T1112/
T1113,https://attack.mitre.org/techniques/T1113/
T1114,https://attack.mitre.org/techniques/T1114/
T1114.001,https://attack.mitre.org/techniques/T1114/001/
T1114.002,https://attack.mitre.org/techniques/T1114/002/
T1114.003,https://attack.mitre.org/techniques/T1114/003/
T1115,https://attack.mitre.org/techniques/T1115/
T1119,https://attack.mitre.org/techniques/T1119/
T1120,https://attack.mitre.org/techniques/T1120/
T1123,https://attack.mitre.org/techniques/T1123/
T1124,https://attack.mitre.org/techniques/T1124/
T1125,https://attack.mitre.org/techniques/T1125/
T1127,https://attack.mitre.org/techniques/T1127/
T1127.001,https://attack.mitre.org/techniques/T1127/001/
T1127.002,https://attack.mitre.org/techniques/T1127/002/
T1129,https://attack.mitre.org/techniques/T1129/
T1132,https://attack.mitre.org/techniques/T1132/
T1132.001,https://attack.mitre.org/techniques/T1132/001/
T1132.002,https://attack.mitre.org/techniques/T1132/002/
T1133,https://attack.mitre.org/techniques/T1133/
T1134,https://attack.mitre.org/techniques/T1134/
T1134.001,https://attack.mitre.org/techniques/T1134/001/
T1134.002,https://attack.mitre.org/techniques/T1134/002/
T1134.003,https://attack.mitre.org/techniques/T1134/003/
T1134.004,https://attack.mitre.org/techniques/T1134/004/
T1134.005,https://attack.mitre.org/techniques/T1134/005/
T1135,https://attack.mitre.org/techniques/T1135/
T1136,https://attack.mitre.org/techniques/T1136/
T1136.001,https://attack.mitre.org/techniques/T1136/001/
T1136.002,https://attack.mitre.org/techniques/T1136/002/
T1136.003,https://attack.mitre.org/techniques/T1136/003/
T1137,https://attack.mitre.org/techniques/T1137/
T1137.001,https://attack.mitre.org/techniques/T1137/001/
T1137.002,https://attack.mitre.org/techniques/T1137/002/
T1137.003,https://attack.mitre.org/techniques/T1137/003/
T1137.004,https://attack.mitre.org/techniques/T1137/004/
T1137.005,https://attack.mitre.org/techniques/T1137/005/
T1137.006,https://attack.mitre.org/techniques/T1137/006/
T1140,https://attack.mitre.org/techniques/T1140/
T1176,https://attack.mitre.org/techniques/T1176/
T1185,https://attack.mitre.org/techniques/T1185/
T1187,https://attack.mitre.org/techniques/T1187/
T1189,https://attack.mitre.org/techniques/T1189/
T1190,https://attack.mitre.org/techniques/T1190/
T1195,https://attack.mitre.org/techniques/T1195
T1195.001,https://attack.mitre.org/techniques/T1195/001/
T1195.002,https://attack.mitre.org/techniques/T1195/002/
T1195.003,https://attack.mitre.org/techniques/T1195/003/
T1197,https://attack.mitre.org/techniques/T1197/
T1199,https://attack.mitre.org/techniques/T1199/
T1200,https://attack.mitre.org/techniques/T1200/
T1201,https://attack.mitre.org/techniques/T1201/
T1202,https://attack.mitre.org/techniques/T1202/
T1203,https://attack.mitre.org/techniques/T1203/
T1204,https://attack.mitre.org/techniques/T1204/
T1204.001,https://attack.mitre.org/techniques/T1204/001/
T1204.002,https://attack.mitre.org/techniques/T1204/002/
T1204.003,https://attack.mitre.org/techniques/T1204/003/
T1205,https://attack.mitre.org/techniques/T1205/
T1205.001,https://attack.mitre.org/techniques/T1205/001/
T1205.002,https://attack.mitre.org/techniques/T1205/002/
T1207,https://attack.mitre.org/techniques/T1207/
T1210,https://attack.mitre.org/techniques/T1210/
T1211,https://attack.mitre.org/techniques/T1211/
T1212,https://attack.mitre.org/techniques/T1212/
T1213,https://attack.mitre.org/techniques/T1213/
T1213.001,https://attack.mitre.org/techniques/T1213/001/
T1213.002,https://attack.mitre.org/techniques/T1213/002/
T1213.003,https://attack.mitre.org/techniques/T1213/003/
T1213.004,https://attack.mitre.org/techniques/T1213/004/
T1213.005,https://attack.mitre.org/techniques/T1213/005/
T1216,https://attack.mitre.org/techniques/T1216/
T1216.001,https://attack.mitre.org/techniques/T1216/001/
T1216.002,https://attack.mitre.org/techniques/T1216/002/
T1217,https://attack.mitre.org/techniques/T1217/
T1218,https://attack.mitre.org/techniques/T1218/
T1218.001,https://attack.mitre.org/techniques/T1218/001/
T1218.002,https://attack.mitre.org/techniques/T1218/002/
T1218.003,https://attack.mitre.org/techniques/T1218/003/
T1218.004,https://attack.mitre.org/techniques/T1218/004/
T1218.005,https://attack.mitre.org/techniques/T1218/005/
T1218.006,https://attack.mitre.org/techniques/T1218/006/
T1218.007,https://attack.mitre.org/techniques/T1218/007/
T1218.008,https://attack.mitre.org/techniques/T1218/008/
T1218.009,https://attack.mitre.org/techniques/T1218/009/
T1218.010,https://attack.mitre.org/techniques/T1218/010/
T1218.011,https://attack.mitre.org/techniques/T1218/011/
T1218.012,https://attack.mitre.org/techniques/T1218/012/
T1218.013,https://attack.mitre.org/techniques/T1218/013/
T1218.014,https://attack.mitre.org/techniques/T1218/014/
T1218.015,https://attack.mitre.org/techniques/T1218/015/
T1219,https://attack.mitre.org/techniques/T1219/
T1220,https://attack.mitre.org/techniques/T1220/
T1221,https://attack.mitre.org/techniques/T1221/
T1222,https://attack.mitre.org/techniques/T1222/
T1222.001,https://attack.mitre.org/techniques/T1222/001/
T1222.002,https://attack.mitre.org/techniques/T1222/002/
T1482,https://attack.mitre.org/techniques/T1482/
T1484,https://attack.mitre.org/techniques/T1484/
T1484.001,https://attack.mitre.org/techniques/T1484/001/
T1484.002,https://attack.mitre.org/techniques/T1484/002/
T1486,https://attack.mitre.org/techniques/T1486/
T1489,https://attack.mitre.org/techniques/T1489/
T1490,https://attack.mitre.org/techniques/T1490
T1491,https://attack.mitre.org/techniques/T1491/
T1491.001,https://attack.mitre.org/techniques/T1491/001/
T1491.002,https://attack.mitre.org/techniques/T1491/002/
T1495,https://attack.mitre.org/techniques/T1495/
T1496,https://attack.mitre.org/techniques/T1496/
T1496.001,https://attack.mitre.org/techniques/T1496/001/
T1496.002,https://attack.mitre.org/techniques/T1496/002/
T1496.003,https://attack.mitre.org/techniques/T1496/003/
T1496.004,https://attack.mitre.org/techniques/T1496/004/
T1497,https://attack.mitre.org/techniques/T1497/
T1497.001,https://attack.mitre.org/techniques/T1497/001/
T1497.002,https://attack.mitre.org/techniques/T1497/002/
T1497.003,https://attack.mitre.org/techniques/T1497/003/
T1498,https://attack.mitre.org/techniques/T1498/
T1498.001,https://attack.mitre.org/techniques/T1498/001/
T1498.002,https://attack.mitre.org/techniques/T1498/002/
T1499,https://attack.mitre.org/techniques/T1499/
T1499.001,https://attack.mitre.org/techniques/T1499/001/
T1499.002,https://attack.mitre.org/techniques/T1499/002/
T1499.003,https://attack.mitre.org/techniques/T1499/003/
T1499.004,https://attack.mitre.org/techniques/T1499/004/
T1505,https://attack.mitre.org/techniques/T1505
T1505.001,https://attack.mitre.org/techniques/T1505/001/
T1505.002,https://attack.mitre.org/techniques/T1505/002/
T1505.003,https://attack.mitre.org/techniques/T1505/003/
T1505.004,https://attack.mitre.org/techniques/T1505/004/
T1505.005,https://attack.mitre.org/techniques/T1505/005/
T1518,https://attack.mitre.org/techniques/T1518/
T1518.001,https://attack.mitre.org/techniques/T1518/001/
T1525,https://attack.mitre.org/techniques/T1525/
T1526,https://attack.mitre.org/techniques/T1526/
T1528,https://attack.mitre.org/techniques/T1528/
T1529,https://attack.mitre.org/techniques/T1529/
T1530,https://attack.mitre.org/techniques/T1530/
T1531,https://attack.mitre.org/techniques/T1531/
T1534,https://attack.mitre.org/techniques/T1534/
T1535,https://attack.mitre.org/techniques/T1535/
T1537,https://attack.mitre.org/techniques/T1537/
T1539,https://attack.mitre.org/techniques/T1539/
T1542,https://attack.mitre.org/techniques/T1542/
T1542.001,https://attack.mitre.org/techniques/T1542/001/
T1542.002,https://attack.mitre.org/techniques/T1542/002/
T1542.003,https://attack.mitre.org/techniques/T1542/003/
T1542.004,https://attack.mitre.org/techniques/T1542/004/
T1542.005,https://attack.mitre.org/techniques/T1542/005/
T1543,https://attack.mitre.org/techniques/T1543/
